positive,negative,rating,comments,category,comments_preprocessed
"Lokacija je super
Mirno je
Sve je novo","Na bookingu je cena smestaja pisala 104 evra kad smo stigli u apartman vlasnici su nam naplatili 110 evra sto nije neka razlika ali zasto pise jedna cena a ljudi traze drugi iznos.
Stan je nov ali je jako lose rasporedjen. Nema mesta za odlaganje stvari.
Znali smo da je pet friendly ali nismo ocekivali da ce biti tako prvljavo, puno dlaka, dlake su bile svih mogucih duzina i boja ja sam morala da cistim apartman provetravam iznosim jastuke jorgane na terasu posto je sve bilo prljavo. Posteljina neka jeftina, sintetika, peskiri imaju fleke, nekvalitetni, skinuli smo posteljinu ispod ima zastita na krevetu koja je imala zute fleke. Znaci ispod kreveta 2cm prasine, dlaka…. Ja koja sam alergicna na sve to morala sam da uzmem tablete, i momak koji nije alergican i njemu je smetalo koliko dlaka i prasine ima.",3,"Lokacija je super
Mirno je
Sve je novo Na bookingu je cena smestaja pisala 104 evra kad smo stigli u apartman vlasnici su nam naplatili 110 evra sto nije neka razlika ali zasto pise jedna cena a ljudi traze drugi iznos.
Stan je nov ali je jako lose rasporedjen. Nema mesta za odlaganje stvari.
Znali smo da je pet friendly ali nismo ocekivali da ce biti tako prvljavo, puno dlaka, dlake su bile svih mogucih duzina i boja ja sam morala da cistim apartman provetravam iznosim jastuke jorgane na terasu posto je sve bilo prljavo. Posteljina neka jeftina, sintetika, peskiri imaju fleke, nekvalitetni, skinuli smo posteljinu ispod ima zastita na krevetu koja je imala zute fleke. Znaci ispod kreveta 2cm prasine, dlaka…. Ja koja sam alergicna na sve to morala sam da uzmem tablete, i momak koji nije alergican i njemu je smetalo koliko dlaka i prasine ima.",negativan,lokacija super miran sav nov booking cena smestja pisati evro kad stići apartman vlasnik naplatiti evro sto razlika zasto pisati cena čovek traziti drugi iznos stan nov jako lose rasporediti nemati mesto odlaganje stvar pet friendly ocekivati prvljavoti puno dlak dlaka sav moguc duzina boja morati cistiti apartman provetravati iznositi jastuka jorgan teras posto sav prljav posteljina jeftin sintetik peskir imati flekak nekvalitetan skinuti posteljina ispod imati zastita krevet imati zut fleka znaga ispod krevet cm prasina dlak alergican sav morati uzmeti tableta momak alergicati smetati koliko dlak prasina imati
Skoro nista,Vecina stvari,3,Skoro nista Vecina stvari,negativan,skoro nista vecina stvar
Pub.,Sve ostalo.,1,Pub. Sve ostalo.,negativan,pub sav ostali
Nista,Sve,3,Nista Sve,negativan,nista sav
Jedino što mi se dopalo je ljubaznost osoblja hotela i to je sve. Nadam se da su dovoljno plaćeni s'obzirom na to sa kakvim problemima se svakodnevno moraju boriti.,"Sve. Hotel se nalazi u užasnoj, staroj zgradi. Kreveti su stari i škripe kad se okreneš. Zidovi tanki, sve se čuje iz susednih soba. Užasno sparno i zagušljivo, a da izluftiraš ne možeš, jer kad otvoriš terasu, nema svežeg vazduha, jer je sve pod nekom plastikom i terasa gleda na jezive i prljave prostorije. U sobama je osvetljenje užasno. Zavese su postavljene tako, da dok spavate, može vas neko posmatrati iz tih prostorija, što se vidi iz priloženih fotografija.
Parking mesto smo sa dva mala deteta svakog dana tražili ne baš blizu hotela.
Našli su nam parking tek kada smo se bunili (za šta ne krivim osoblje, već vlasnika)
Sramota za uloženi novac.",1,"Jedino što mi se dopalo je ljubaznost osoblja hotela i to je sve. Nadam se da su dovoljno plaćeni s'obzirom na to sa kakvim problemima se svakodnevno moraju boriti. Sve. Hotel se nalazi u užasnoj, staroj zgradi. Kreveti su stari i škripe kad se okreneš. Zidovi tanki, sve se čuje iz susednih soba. Užasno sparno i zagušljivo, a da izluftiraš ne možeš, jer kad otvoriš terasu, nema svežeg vazduha, jer je sve pod nekom plastikom i terasa gleda na jezive i prljave prostorije. U sobama je osvetljenje užasno. Zavese su postavljene tako, da dok spavate, može vas neko posmatrati iz tih prostorija, što se vidi iz priloženih fotografija.
Parking mesto smo sa dva mala deteta svakog dana tražili ne baš blizu hotela.
Našli su nam parking tek kada smo se bunili (za šta ne krivim osoblje, već vlasnika)
Sramota za uloženi novac.",negativan,jedino dopasti ljubaznost osoblje hotel sav nadati dovoljno platiti sobzir kakav problem svakodnevno morati boriti sav hotel nalaziti užasni star zgrada kreveti star škripa kad okreneti zid tanki sav čuti susedan soba užasno sparan zagušljiv izluftirati moći kad otvoriti teras nemati svež vazduha sav plastika teras gledati jeziv prljava prostorija soba osvetljenje užasno zavesa postaviti spavati moći posmatrati prostorija videti priložiti fotografija parking mesto mali detet svaki dan tražiti hotel naći parking tek buniti kriv osoblje vlasnik sramota uložiti novac
"Lokacija je ok , nije centar ali je ok.
Doručak prosječan.","Najmanja soba  u kojoj sam spavao , a već 20 godina radim u istoj kompaniji i uvijek spavam po hotelima.
Za otići na spavanje trebate puzati.
Utičnice za napuniti mobitel ne rade",2,"Lokacija je ok , nije centar ali je ok.
Doručak prosječan. Najmanja soba  u kojoj sam spavao , a već 20 godina radim u istoj kompaniji i uvijek spavam po hotelima.
Za otići na spavanje trebate puzati.
Utičnice za napuniti mobitel ne rade",negativan,lokacija ok centar ok doručak prosječan zlaj soba spavati godina raditi isti kompanija uvijek spavati hotel otići spavanje trebat puzata utičnica napuniti mobitel raditi
,Male.sobe sa losim internetom  a i u restoranu na meniu ima a kad trazimo da porucmo nema.nista .,2, Male.sobe sa losim internetom  a i u restoranu na meniu ima a kad trazimo da porucmo nema.nista .,negativan,malesoba los internet restoran imati kad traziti porucmati nemanist
Gotovo nista.,"- WC solja je bila prljava i puna dlaka kada sam dosao. 
- Umesto bojlera, imaju neki grejac za vodu koji ne radi tako da tople vode i nema bas. 
- TV je minijaturan, gotovo da i ne moze da se vidi bilo sta na njemu sa kreveta. 
- Takodje, na sajtu pise da soba ima zvucnu izolaciju sto je apsolutno netacno - sve se cuje, od zveckanja kljuceva iz hodnika do ljudi koji se okupljaju u okolini hotela i deru se. Naravno, sve se cuje i izvan sobe. 
- Hotel se uvece zakljucava, a ljudi koji rade na recepciji nisu tu, vec morate da zovete broj i naravno da se neko nece javiti odmah ili doci istog trenutka, tako da smo se smrzavali 10 minuta ispred hotela nepotrebno (jer interfon ne radi). Ukoliko izadjete iz hotela i zaboravite telefon verovatno cete biti zarobljeni par sati ispred. 
- Cena je bar 3 puta veca nego sto soba stvarno vredi. Postoje mnogo bolje ponude u Leskovcu od ovog hotela, tako da, ako je moguce, najbolje je zaobici ovaj hotel potpuno.
- Soba je jako mala - cim udjete ispred vas je krevet sa jednim malim stolom na kom stoji jako mali monitor (TV).",3,"Gotovo nista. - WC solja je bila prljava i puna dlaka kada sam dosao. 
- Umesto bojlera, imaju neki grejac za vodu koji ne radi tako da tople vode i nema bas. 
- TV je minijaturan, gotovo da i ne moze da se vidi bilo sta na njemu sa kreveta. 
- Takodje, na sajtu pise da soba ima zvucnu izolaciju sto je apsolutno netacno - sve se cuje, od zveckanja kljuceva iz hodnika do ljudi koji se okupljaju u okolini hotela i deru se. Naravno, sve se cuje i izvan sobe. 
- Hotel se uvece zakljucava, a ljudi koji rade na recepciji nisu tu, vec morate da zovete broj i naravno da se neko nece javiti odmah ili doci istog trenutka, tako da smo se smrzavali 10 minuta ispred hotela nepotrebno (jer interfon ne radi). Ukoliko izadjete iz hotela i zaboravite telefon verovatno cete biti zarobljeni par sati ispred. 
- Cena je bar 3 puta veca nego sto soba stvarno vredi. Postoje mnogo bolje ponude u Leskovcu od ovog hotela, tako da, ako je moguce, najbolje je zaobici ovaj hotel potpuno.
- Soba je jako mala - cim udjete ispred vas je krevet sa jednim malim stolom na kom stoji jako mali monitor (TV).",negativan,gotovo nista wc solja prljav pun dlak dosati umesto bojler imati grejac voda raditi topla voditi nemati bas tv minijaturan gotovo moći videti krevet takodje sajta pisati soba imati zvucan izolacija sto apsolutno netacan sav cujati zveckanje kljucevo hodnik do čovek okupljati okolina hotel derati naravno sav cujati izvan soba hotel uvesti zakljucavati čovek raditi recepcija morati zovesti naravno neciti javiti dot isti trenutak smrzavati minuta ispred hotel nepotrebno interfon raditi ukoliko izadjeti hotel zaboraviti telefon verovatno cetiti zarobljen par sat ispred cena bar veca staj soba stvarno vrediti postojati mnogo dobar ponuditi leskovac ovaj hotel moći dobro zaobiciti ovaj hotel potpuno soba jako mali udjeta ispred krevet mali stol stajati jako mali monitor tv
Skoro nista,Mnogo toga ( odlucite se hotel ili bucna diskoteka ),1,Skoro nista Mnogo toga ( odlucite se hotel ili bucna diskoteka ),negativan,skoro nista mnogo odluciti hotel bucan diskotek
Dve devojke sa recepcije i bara bile su jako ljubazne,"Buka soba je bila iznad velike klime spoljni deo klime  koji je bio bucan celu noc a i put je blizu tako da su celu noc prolazila vozila , krevet neudoban, dorucak je bio ok",3,"Dve devojke sa recepcije i bara bile su jako ljubazne Buka soba je bila iznad velike klime spoljni deo klime  koji je bio bucan celu noc a i put je blizu tako da su celu noc prolazila vozila , krevet neudoban, dorucak je bio ok",negativan,devojka recepcija bar jako ljubazan buka soba iznad velik klime spoljni deo klime bucan ceo noc ceo noc prolaziti vozilo krevet neudoban dorucak ok
,Nije nam se dopalo sto nas je vlasnik izmeštao nakom bukiranja i to 2 puta,1, Nije nam se dopalo sto nas je vlasnik izmeštao nakom bukiranja i to 2 puta,negativan,dopasti sto vlasnik izmeštati nakom bukiranje
,"Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži.",1," Smeštaj smo rezervisali 10ak dana ranije i dogovorili se sa vlasnikom da ga pozovemo kada stignemo da nam preda ključeve. Kad smo stigli ispred smeštaja pozvali smo vlasnika da nam da ključ, ali nam je on saopštio da apartman nije slobodan, uz izmišljenu priču da je pukla cev, bez volje da nam  ponudi rešenje za svoj propust. Takođe, rekao je da je dan ranije poslao poruku da apartman neće biti slobodan, ali ta poruka nikada nije stigla. Zbog svega toga smo posumnjali u njegovu priču o cevi. Valjda je normalno da kada se tako nešto desi, pozoveš ljude, kažeš šta je problem i u znak izvinjenja pomogneš u pronalasku novog smeštaja. Vlasnik je očigledno izbegavao razgovor zbog svojih laži.",negativan,smeštaj rezervisati ak dan rano dogovoriti vlasnik pozoveti stići predati ključeva kad stići ispred smeštaj pozvati vlasnik ključ saopštiti apartman slobodan izmišljen priča puklo cev volja ponuditi rešenje propust takođe reći dan rano poslati poruka apartman slobodan poruka nikada stići zbog posumnjati priča ceva valjda normalan desiti pozovesti čovek kazeti problem znak izvinjenje pomoći pronalaski nov smeštaj vlasnik očigledno izbegavati razgovor zbog laža
,Higijena u spa centru i bazenu je ocajna. Imam utisak da nije cisceno mesecima. U hidromasaznoj kadi je talas stroke i prljavstine na obodu i niko od osoblja ne obraca paznju na to.,3, Higijena u spa centru i bazenu je ocajna. Imam utisak da nije cisceno mesecima. U hidromasaznoj kadi je talas stroke i prljavstine na obodu i niko od osoblja ne obraca paznju na to.,negativan,higilen spa centar bazena ocajan imati utisak cisciti mesec hidromasazan talas stroka prljavstina oboda osoblje obracati paznja
"Domaru (decko koji soli stepenice, cisti sneg, popravlja sve po sobama, popravlja sve oko bazena, svu elektriku, i svima pomaze, raspolozen, vedar, mnogo vredan), da se udvostruci plata ! Pohvala za restoran! Jos veca pohvala za momke iz restorana!","To sto se hotel raspada.. Na bazenu svaki dan puca pod, spa ne radi, sauna radi jedna nekad ni jedna, osoblje uvek namrgodjeno, soba nije bila cista ali smo kupili alkohol i prebrisali osnovne stvari, kod vrata treba da se stavi nesto za obucu da ne curi voda/sneg po parketu, za 4 dana niko nije ocistio sobu i 1x zamena peskira, kupila sam peskire pa sam koristila. A onako na oko i prvi pogled izgleda ok. Izabrala sam hotel prvi put jer je noviji pa smo mislili da je uredan. Ne bi ponovo dosla..",3,"Domaru (decko koji soli stepenice, cisti sneg, popravlja sve po sobama, popravlja sve oko bazena, svu elektriku, i svima pomaze, raspolozen, vedar, mnogo vredan), da se udvostruci plata ! Pohvala za restoran! Jos veca pohvala za momke iz restorana! To sto se hotel raspada.. Na bazenu svaki dan puca pod, spa ne radi, sauna radi jedna nekad ni jedna, osoblje uvek namrgodjeno, soba nije bila cista ali smo kupili alkohol i prebrisali osnovne stvari, kod vrata treba da se stavi nesto za obucu da ne curi voda/sneg po parketu, za 4 dana niko nije ocistio sobu i 1x zamena peskira, kupila sam peskire pa sam koristila. A onako na oko i prvi pogled izgleda ok. Izabrala sam hotel prvi put jer je noviji pa smo mislili da je uredan. Ne bi ponovo dosla..",negativan,"domar decko soliti stepenica cistiti sneg popravljati sav soba popravljati sav oko bazen sav elektrika sav pomaziti raspoloziti vedarati mnogo vredan udvostruciti plata pohvati restoran jos veca pohvati momki restoran sto hotel raspad bazena svaki dan puc spa raditi saun raditi nekad osoblje uvek namrgoditi soba cist kupiti alkohol prebrisati osnovan stvar kod vrata trebati staviti nesto obuca curiti vodasan parket dan ocistiti soba "" zamenati peskir kupiti peskira koristiti onako oko pogled izgleda ok izabrati hotel nov misliti uredan ponovo doći"
"Hotel je izuzetno cist i nov,ali smo pisle pevog obroka u restoranu hotela dobili trovanje,tako da smo ga odmah sutra dan napustili!!!",Hrana,1,"Hotel je izuzetno cist i nov,ali smo pisle pevog obroka u restoranu hotela dobili trovanje,tako da smo ga odmah sutra dan napustili!!! Hrana",negativan,hotel izuzetno cist novati pisla peva obrok restoran hotel trovanjetako sutrati dan napustiti hrana
"Spolja gladac, a iznutra jadac!",Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.,1,"Spolja gladac, a iznutra jadac! Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.",negativan,spolje gladac iznutra jadac naplatiti duplo skinut novac kartica prilikom rezervacija hotel jos naplatiti ceo iznos izvršiti povrat novac mnogo zvati obećati izvršiti povrat
