positive,negative,rating,comments,category,comments_preprocessed
"Fenomenalan smestaj, vlasnik ljubazan, izasao nam je u susret za sve, cak je i doneo dodatne igracke da nasem malcu bude kao kod kuce. Prezadoboljni smo i svima najtoplije preporucujemo.",,10,"Fenomenalan smestaj, vlasnik ljubazan, izasao nam je u susret za sve, cak je i doneo dodatne igracke da nasem malcu bude kao kod kuce. Prezadoboljni smo i svima najtoplije preporucujemo. ",pozitivan,fenomenalan smestaj vlasnik ljubazan izasti susret sav cak doneti dodatan igracka malac kao kod kuca prezadoboljan sav bopoplo preporucuvati
Domaćin koji se trudio da sve protekne u najboljem redu.Siguran sam da ću i sledeći put odsesti na istom mestu,,10,Domaćin koji se trudio da sve protekne u najboljem redu.Siguran sam da ću i sledeći put odsesti na istom mestu ,pozitivan,domaćin truditi sav proteknuti dobar redusiguran sledeći odsestiti isti mesto
"lokacija, udobnost",ostala je enigma kako se uključuje radijator u kupatilu,8,"lokacija, udobnost ostala je enigma kako se uključuje radijator u kupatilu",pozitivan,lokacija udobnost ostati eniga uključivati radijator kupatila
"Čisto i uredno.
Blizu centra i tržnih centara.

Vlasnik veoma ljubazan.",,10,"Čisto i uredno.
Blizu centra i tržnih centara.

Vlasnik veoma ljubazan. ",pozitivan,čisto uredno centar tržni centar vlasnik veoma ljubazan
"Lokacija, raspored u stanu, opremljenost.
Ljubazan domaćin. Parking mesto u garaži.",Nije bio dobro očišćen stan od prethodnih gostiju.,7,"Lokacija, raspored u stanu, opremljenost.
Ljubazan domaćin. Parking mesto u garaži. Nije bio dobro očišćen stan od prethodnih gostiju.",pozitivan,lokacija raspored stan opremljenost ljubazan domaćin parking mesto garaž dobro očisiti stan prethodan gost
Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo.,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,5,Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Ništa nam se nije dopalo vlasnik stana nam je ulazio u apartman brljao dok mi nismo bili tu. gasio klimu i grejanje. Zaključava smeštaj kada je on to hteo i slično tome. Molim. Booking da sankcionise ovo. Sve u svemu blagi užas od vlasnika. Velika negativna ocena. Da pripazw ljudi koji odlaze kod istog čoveka,neutralan,ništa dopasti vlasnik stan ulaziti apartman brljati gasiti klima grejanje zaključavati smeštaj sličan moći booking sankcionisati ovaj ništa dopasti vlasnik stan ulaziti apartman brljati gasiti klima grejanje zaključavati smeštaj sličan moći booking sankcionisati ovaj sav blag užati vlasnik velik negativan ocena pripaziti čovek odlaziti kod isti čovek
Lokacija je dobra,"Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",2,"Lokacija je dobra Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",negativan,lokacija dobar cena sajta vlasnik razlikovati jos dodatno naplatiti parking objekt
"Svaka preporuka za boravak, apartmani su neverovatno uredni i lepo uredjeni. Veoma lak dogovor :)",,10,"Svaka preporuka za boravak, apartmani su neverovatno uredni i lepo uredjeni. Veoma lak dogovor :) ",pozitivan,svaki preporuka boravak apartman neverovatno uredni lepo urediti veoma lak dogovor
"Divan apartman, moderan, cist. Vlasnik izuzetno ljubazan i predusretljiv. Za svaku preporuku!",,10,"Divan apartman, moderan, cist. Vlasnik izuzetno ljubazan i predusretljiv. Za svaku preporuku! ",pozitivan,divati apartman moderan cist vlasnik izuzetno ljubazan predusretljiv svaki preporuka
Prijatan i udoban apartman. Brz i jednostavan check-in.,Deo posudja je bio prljav kada smo dosli. :(,9,Prijatan i udoban apartman. Brz i jednostavan check-in. Deo posudja je bio prljav kada smo dosli. :(,pozitivan,prijatan udoban apartman brz jednostavan checki deo posudje prljav dosliti
Sve preporuke,,10,Sve preporuke ,pozitivan,sav preporuka
"Zaista je čista desetka , a po našem mišljenju i više od toga. Sve preporuke za apartman i domaćina . Uživali smo . Do skorog viđenja 😀",,10,"Zaista je čista desetka , a po našem mišljenju i više od toga. Sve preporuke za apartman i domaćina . Uživali smo . Do skorog viđenja 😀 ",pozitivan,zaista čist desetka mišljenje mnogo sav preporuka apartman domaćina uživati do skor viđenje
Sve u apartmanu je bilo savršeno i vlasnik je predusretljiv i ljubazan! Najviše nam se svidela kada :),,10,Sve u apartmanu je bilo savršeno i vlasnik je predusretljiv i ljubazan! Najviše nam se svidela kada :) ,pozitivan,sav apartman savršeno vlasnik predusretljiv ljubazan mnogo svideti
"Veoma cisto, lokacija odlicna, smestaj veoma udoban.",,10,"Veoma cisto, lokacija odlicna, smestaj veoma udoban. ",pozitivan,veoma cisto lokacija odlican smestati veoma udoban
Apsolutno sve je bilo odlično! Smeštaj za svaku preporuku! Posebna pohvala za self check in!,,10,Apsolutno sve je bilo odlično! Smeštaj za svaku preporuku! Posebna pohvala za self check in! ,pozitivan,apsolutno sav odličan smeštaj svaki preporuka poseban pohvati self check in
Apartman je super kao i lokacija. Odlicna komunikacija sa domacinom.,,10,Apartman je super kao i lokacija. Odlicna komunikacija sa domacinom. ,pozitivan,apartman super kao lokacija odlican komunikacija domacina
Izuzetno čisto i komforno.,,10,Izuzetno čisto i komforno. ,pozitivan,izuzetno čist komforan
Sve je bilo kako treba. Ne znanm kakve su cene sliČnih aartmana u NS.,"Još jednom solidna lokacija,izvanredan apartman .........",10,"Sve je bilo kako treba. Ne znanm kakve su cene sliČnih aartmana u NS. Još jednom solidna lokacija,izvanredan apartman .........",pozitivan,sav trebati kakav cena sličan aartman ns solidan lokacija izvanredan apartman
"Divan apartman, opravdava svoje ime... Cisto, moderno uredjeno, opremljeno za odmor i rad. Odlicna lokacija. Sve preporuke!",,10,"Divan apartman, opravdava svoje ime... Cisto, moderno uredjeno, opremljeno za odmor i rad. Odlicna lokacija. Sve preporuke! ",pozitivan,divati apartman opravdavati ime cisto moderno urediti opremiti odmor rad odlican lokacija sav preporuka
Sve preporuke!!!!Cista 10!!!,,10,Sve preporuke!!!!Cista 10!!! ,pozitivan,sav preporukecist
"Cisto, udobno, dobro opremljeno, ljubazni domacini",-,10,"Cisto, udobno, dobro opremljeno, ljubazni domacini -",pozitivan,cisto udobno dobro opremiti ljubazan domacina
"LJubazan domacin, odlican smestaj, dobra lokacija, niska cena, komunikativan domacin spreman da pomogne, ako opet putujem u tom pravcu sigurno cu se opet obratiti za smestaj u tom objektu.","Nemam primedbi, sve je kako je obecano",10,"LJubazan domacin, odlican smestaj, dobra lokacija, niska cena, komunikativan domacin spreman da pomogne, ako opet putujem u tom pravcu sigurno cu se opet obratiti za smestaj u tom objektu. Nemam primedbi, sve je kako je obecano",pozitivan,ljubazan domacin odlicati smestati dobar lokacija nizak cena komunikativan domacin spreman pomoći opet putovati pravac sigurno opet obratiti smestaj objekt nemati primedba sav obecati
Stigao sam u veoma kasno ali to nije bio nikakav problem,,10,Stigao sam u veoma kasno ali to nije bio nikakav problem ,pozitivan,stići veoma kasno nikakav problem
"Sve je prelepo i cisto. Apartman izuzetno prostran i udoban,vlasnici predusretljivi i ljubazni",Jedina zamerka ako uopste moze biti zamerka je sto nema roletne na prozorima vec venecijanere,10,"Sve je prelepo i cisto. Apartman izuzetno prostran i udoban,vlasnici predusretljivi i ljubazni Jedina zamerka ako uopste moze biti zamerka je sto nema roletne na prozorima vec venecijanere",pozitivan,sav prelepi cisto apartman izuzetno prostran udobanvlasnik predusretijiv ljubazan zamerak uopste moći zamerki sto nemati roletan prozor venecijanera
"Jako prijatni domaćini, apartman je lepo opremljen i funkcionalan. Rado bih ponovo odseo ovde",,10,"Jako prijatni domaćini, apartman je lepo opremljen i funkcionalan. Rado bih ponovo odseo ovde ",pozitivan,jako prijatan domaćina apartman lepo opremiti funkcionalan rado ponovo odseti ovde
"Smeštaj odličan, domaćini super i ponovo bih išao tamo",Sve nam se dopalo,10,"Smeštaj odličan, domaćini super i ponovo bih išao tamo Sve nam se dopalo",pozitivan,smeštaj odličan domaćina super ponovo ići tamo dopasti
"Izuzetno, prostran, lep i čist objekat. Predusretljivi domaćini. Laka i brza komunikacija. Mir i tišina.","Jastuci su isuviše mekani. Grejanje je, za moj ukus, preterano.",9,"Izuzetno, prostran, lep i čist objekat. Predusretljivi domaćini. Laka i brza komunikacija. Mir i tišina. Jastuci su isuviše mekani. Grejanje je, za moj ukus, preterano.",pozitivan,izuzetno prostran lep čist objekat predusretijiv domaćina lak brz komunikacija mir tišina jastuka isuviše mekan grejanje ukus preterati
"Objekat je čist, prostran, poseduje sve što je potrebno za boravak porodice. Domaćini su izuzetno ljubazni i uslužni. Prelepo dvorište i još lepše terase prepune cveća. I kao poseban dodatak, mali, beli zeka da razveseli  dečicu.",,10,"Objekat je čist, prostran, poseduje sve što je potrebno za boravak porodice. Domaćini su izuzetno ljubazni i uslužni. Prelepo dvorište i još lepše terase prepune cveća. I kao poseban dodatak, mali, beli zeka da razveseli  dečicu. ",pozitivan,objekat čist prostran posedovati sav potreban boravak porodica domaćina izuzetno ljubazan uslužan prelepi dvorište lepši teras prepuniti cveć kao poseban dodatak mali beo zek razvesti dečica
"Cistoca apartmana, lak dogovor sa gazdom oko svega! Xbox klincima :)",,10,"Cistoca apartmana, lak dogovor sa gazdom oko svega! Xbox klincima :) ",pozitivan,cistoc apartman lak dogovor gazda oko xbox klinac
Konforan prostor,,10,Konforan prostor ,pozitivan,konforan prostor
"Lokacija, prostranost, opremljenost, podno grejanje i parking",---,10,"Lokacija, prostranost, opremljenost, podno grejanje i parking ---",pozitivan,lokacija prostranost opremljenost podan grejanje parking
"Izuzetno komforan i vrlo, vrlo prostran smeštaj koji u potpunosti izgleda kao da je su domaćini pravili za sebe a ne za izdavanje. Sve je bilo besprekorno čisto i uredno, uživancija i udobnost su zagarantovani. Definitivno ćemo ponoviti ovaj mali odmor! Smeštaj je blizu predivnog ribljeg restorana ""Tresetište"" koji je za svaku preporuku.",,10,"Izuzetno komforan i vrlo, vrlo prostran smeštaj koji u potpunosti izgleda kao da je su domaćini pravili za sebe a ne za izdavanje. Sve je bilo besprekorno čisto i uredno, uživancija i udobnost su zagarantovani. Definitivno ćemo ponoviti ovaj mali odmor! Smeštaj je blizu predivnog ribljeg restorana ""Tresetište"" koji je za svaku preporuku. ",pozitivan,izuzetno komforan prostran smeštaj potpunost izgleda kao domaćina praviti izdavanje sav besprekoran čist uredan uživancija udobnost zagarantovan definitivno ponoviti ovaj mali odmor smeštaj predivan ribok restoran tresetište svaki preporuka
"Ljubazan domaćin.
Čisto i uredno.
Lepa i mirna lokacija.",,10,"Ljubazan domaćin.
Čisto i uredno.
Lepa i mirna lokacija. ",pozitivan,ljubazan domaćin čisto uredno lep miran lokacija
"Izuzetno ljubazni i predusretljivi domaćini.Vrlo lep, prijatan i čist objekat.",,10,"Izuzetno ljubazni i predusretljivi domaćini.Vrlo lep, prijatan i čist objekat. ",pozitivan,izuzetno ljubazan predusretijiv domaćinivriti lep prijatan čist objekat
"Sjajni domaćini, čistoća na zavidnom nivou, toplo, komforno, udobno... Sigurno ćemo ponoviti boravak u ovom apartmanu...",Ne postoji bas ni jedna stvar koja nije bila u redu.... Sve nam se dopalo...,10,"Sjajni domaćini, čistoća na zavidnom nivou, toplo, komforno, udobno... Sigurno ćemo ponoviti boravak u ovom apartmanu... Ne postoji bas ni jedna stvar koja nije bila u redu.... Sve nam se dopalo...",pozitivan,sjajan domaćina čistoć zavidan nivo toplo komforno udoban sigurno ponoviti boravak ovaj apartman postojati bas stvar red dopasti
Sve ostalo,Jastuci,9,Sve ostalo Jastuci,pozitivan,sav ostali jastuka
Prezadovoljni smo smeštajem i  ljubaznošću domaćina. Naše iskrene preporuke.,,10,Prezadovoljni smo smeštajem i  ljubaznošću domaćina. Naše iskrene preporuke. ,pozitivan,prezadovoljan smeštaj ljubaznost domaćina iskren preporuka
Smestaj poseduje sve potrebno za boravak u njemu. Cisto i mirno. Domacini ljubazni.,,10,Smestaj poseduje sve potrebno za boravak u njemu. Cisto i mirno. Domacini ljubazni. ,pozitivan,smestaj posedovati sav potreban boravak cisto mirno domacina ljubazan
"Gostoprimstvo domaćina, čistoća i urednost kao i dopunski sadržaji",,9,"Gostoprimstvo domaćina, čistoća i urednost kao i dopunski sadržaji ",pozitivan,gostoprimstvo domaćina čistoć urednost kao dopunski sadržaj
"Tiha ulica, udobni kreveti, prostran apartman, ljubazni domaćini.",,9,"Tiha ulica, udobni kreveti, prostran apartman, ljubazni domaćini. ",pozitivan,tih ulica udoban kreveti prostran apartman ljubazan domaćina
"Izuzetno uredno, ima sve što vam je potrebno za boravak i više. Sve po dogovoru, jasna komunikacija, domaćin uvek na raspolaganju sa uvek svežim informacijama i preporukama.",,10,"Izuzetno uredno, ima sve što vam je potrebno za boravak i više. Sve po dogovoru, jasna komunikacija, domaćin uvek na raspolaganju sa uvek svežim informacijama i preporukama. ",pozitivan,izuzetno uredno imati sav potreban boravak mnogo sav dogovor jasan komunikacija domaćin uvek raspolaganje uvek svež informacija preporuka
"Podno grejanje radi odlično.
Krevet top.",,10,"Podno grejanje radi odlično.
Krevet top. ",pozitivan,podan grejanje raditi odlično krevet top
Veoma ljubazno i profesionalno osoblje,,10,Veoma ljubazno i profesionalno osoblje ,pozitivan,veoma ljubazan profesionalan osoblje
"Sve je uredno, čisto i lepo. Nemam nikakvih zamerki, sve preporuke. 10/10",,10,"Sve je uredno, čisto i lepo. Nemam nikakvih zamerki, sve preporuke. 10/10 ",pozitivan,sav uredan čisto lepo nemati nikakav zamerka sav preporuka
"Ima sve što je potrebno, odličan ambijent. Doručak je fenomenalan.",,10,"Ima sve što je potrebno, odličan ambijent. Doručak je fenomenalan. ",pozitivan,imati sav potreban odličan ambijent doručak fenomenal n
Exstra lokacija i osoblje,Malo tvrdi gušeci za moj ukus,9,Exstra lokacija i osoblje Malo tvrdi gušeci za moj ukus,pozitivan,exstra lokacija osoblje malo tvrditi gušec ukus
ODLICAN,,8,ODLICAN ,pozitivan,odlicati
Sve pohvale za angažovanje oko kućnog ljubimca,"Doručak jako oskusan, ili smo mi veliki gurmani pa nas nije baš oduševio",9,"Sve pohvale za angažovanje oko kućnog ljubimca Doručak jako oskusan, ili smo mi veliki gurmani pa nas nije baš oduševio",pozitivan,sav pohvati angažovanje oko kućni ljubimac doručak jako oskusan velik gurmana oduševiti
Bilo je odlicno,Sve je bilo ok,10,Bilo je odlicno Sve je bilo ok,pozitivan,odlican sav ok
"Sve je odlicno
Lokacija je 500 metara od Galerije
Parking obezbedjen sa kamerama i fizicko obezbeduvanje bezbedno 100%",Sto nije nam receno da parkig je u zgradi BW VISTA a smestaj je u BW PARKVIEW,10,"Sve je odlicno
Lokacija je 500 metara od Galerije
Parking obezbedjen sa kamerama i fizicko obezbeduvanje bezbedno 100% Sto nije nam receno da parkig je u zgradi BW VISTA a smestaj je u BW PARKVIEW",pozitivan,sav odlican lokacija metar galerija parking obezbediti kamera fizicko obezbeduvanje bezbedan sto rediti parkiti zgrada bw vist smestaj bw parkva w
